Status.state,NomeEntidade,NumFistel,NumServico,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,tipoTecnologia,meioAcesso,FreqTxMHz,FreqRxMHz,Azimute,CodTipoClasseEstacao,ClassInfraFisica,CompartilhamentoInfraFisica,CodTipoAntena,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,Polarizacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,CodDebitoTFI,DataLicenciamento,DataPrimeiroLicenciamento,NumRede,_id,DataValidade,NumFistelAssociado,NomeEntidadeAssociado
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,5M00G9W,WCDMA,,,874.5,829.5,323,FB,Greenfield,não,760,056001603518,16.1,25,74,13,X,40,000081201882,84.5,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,4d5c01a0b1c44,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,200KG7W,GSM,,,953.75,908.75,113,FB,Greenfield,não,760,056001603518,16.1,25,74,17.7,X,40,011560301882,50,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,4d5c01a0b1c47,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,200KG7W,GSM,,,1873.75,1778.75,183,FB,Greenfield,não,760,056001603518,16.1,25,74,13,X,40,006030301882,33,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,4d5c01a0b1c48,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,5M00G9W,WCDMA,,,874.5,829.5,113,FB,Greenfield,não,760,056001603518,16.1,25,74,13,X,40,000081201882,84.5,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,4d5c01a0b1c49,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,200KG7W,GSM,,,1871.25,1776.25,183,FB,Greenfield,não,760,056001603518,16.1,25,74,13,X,40,006030301882,33,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,4d5c01a0b1c4a,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,200KG7W,GSM,,,1876.25,1781.25,183,FB,Greenfield,não,760,056001603518,16.1,25,74,13,X,40,006030301882,33,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,4d5c01a0b1c4b,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,200KG7W,GSM,,,1878.75,1783.75,183,FB,Greenfield,não,760,056001603518,16.1,25,74,13,X,40,006030301882,33,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,4d5c01a0b1c4c,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,5M00G9W,WCDMA,,,874.5,829.5,183,FB,Greenfield,não,760,056001603518,16.1,25,74,13,X,40,000081201882,84.5,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,4d5c01a0b1c4d,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,200KG7W,GSM,,,953.75,908.75,183,FB,Greenfield,não,760,056001603518,16.1,25,74,17.7,X,40,011560301882,50,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,4d5c01a0b1c4f,2023-04-29,,
LIC-LIC-01,CLARO S.A.,50409307637,010,19592020,690869061,ROD BR 381,FAZENDA MONTE ALEGRE KM 673,MG,3154705,200KG7W,GSM,,,958.75,913.75,0,FB,Greenfield,não,760,005152003257,14.3,22,63,-2,X,60,004300400545,68,-21.15986,-45.11263,G,2022-09-28,2009-01-15,,4d5c01a0e03aa,2035-04-19,,
LIC-LIC-01,CLARO S.A.,50409307637,010,19592020,690869061,ROD BR 381,FAZENDA MONTE ALEGRE KM 673,MG,3154705,200KG7W,GSM,,,958.75,913.75,120,FB,Greenfield,não,760,005152003257,14.3,22,63,-5,X,60,004300400545,68,-21.15986,-45.11263,G,2022-09-28,2009-01-15,,4d5c01a0e03ab,2035-04-19,,
LIC-LIC-01,CLARO S.A.,50409307637,010,16952008,699553733,SÍTIO BOA VISTA,MORRO DAS ANTENAS.,MG,3154705,5M00G7W,WCDMA,,,2117.5,1927.5,70,FB,,NA,760,013860903701,17.64,28,70.4,-2,X,50,001131003257,62.8,-21.17863,-45.06345,G,2022-08-16,2013-11-27,,4d5c01a1643a1,2023-04-30,,
LIC-LIC-01,CLARO S.A.,50409307637,010,16952008,699553733,SÍTIO BOA VISTA,MORRO DAS ANTENAS.,MG,3154705,5M00G7W,WCDMA,,,2117.5,1927.5,120,FB,,NA,760,013860903701,17.64,28,70.4,-2,X,50,001131003257,62.8,-21.17863,-45.06345,G,2022-08-16,2013-11-27,,4d5c01a1643a2,2023-04-30,,
LIC-LIC-01,CLARO S.A.,50409307637,010,16952008,699553733,SÍTIO BOA VISTA,MORRO DAS ANTENAS.,MG,3154705,5M00G7W,WCDMA,,,2117.5,1927.5,180,FB,,NA,760,013860903701,17.64,28,70.4,-2,X,50,001131003257,62.8,-21.17863,-45.06345,G,2022-08-16,2013-11-27,,4d5c01a1643a3,2023-04-30,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,5M00G9W,WCDMA,,,874.5,829.5,323,FB,Greenfield,não,760,056001603518,16.1,25,74,13,X,40,000081201882,84.5,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,59e89e768930d,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,5M00G9W,WCDMA,,,874.5,829.5,113,FB,Greenfield,não,760,056001603518,16.1,25,74,13,X,40,000081201882,84.5,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,59e89e7689e6b,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,5M00G9W,WCDMA,,,874.5,829.5,183,FB,Greenfield,não,760,056001603518,16.1,25,74,13,X,40,000081201882,84.5,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,59e89e768a398,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,5M00G7W,LTE,,,1875,1780,323,FB,Greenfield,não,760,056001603518,16.1,25,74,17.7,X,40,007591301882,60,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,59e89e768a83b,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,5M00G7W,LTE,,,1875,1780,113,FB,Greenfield,não,760,056001603518,16.1,25,74,17.7,X,40,007591301882,60,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,59e89e768ace4,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,5M00G7W,LTE,,,1875,1780,183,FB,Greenfield,não,760,002000703518,15,25,65,13,X,40,007591301882,60,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,59e89e768b2fd,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,97432014,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,10M0G7W,LTE,,,788,733,323,FB,Greenfield,não,760,056001603518,16.1,25,74,13,X,40,029361602519,40,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,5bb2e06b7a479,2029-12-08,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,97432014,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,10M0G7W,LTE,,,788,733,113,FB,Greenfield,não,760,056001603518,16.1,25,74,13,X,40,029361602519,40,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,5bb2e06b7b1f0,2029-12-08,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,97432014,689665075,AO LADO DA TORRE REP DE TV - MORADA NOVA,,MG,3154705,10M0G7W,LTE,,,788,733,183,FB,Greenfield,não,760,056001603518,16.1,25,74,13,X,40,029361602519,40,-21.17861,-45.06333,G,2021-09-20,2007-10-05,,5bb2e06b7b681,2029-12-08,,
LIC-LIC-01,CLARO S.A.,50404065333,053,50372015,699556872,SÍTIO BOA VISTA S/N ZONA RUAL,,MG,3154705,13M7D7W,,,,17713.75,19273.75,285.3,FX,,,655,27250905344,38.7,67,2.1,-0.3,V,47,029061000192,0.158,-21.178631,-45.06345,D,2015-08-12 11:38:07.550,2014-02-27,2213,265b3f0811f4eeba,2029-12-08,,
LIC-LIC-01,CLARO S.A.,50404065333,053,50372015,691422869,RODOVIA BR 381 S/N ZONA RURAL,,MG,3154705,40M0D7W,,,,7040,6700,33.5,FX,,,655,7170700324,35.3,58,2.5,0.9,V,40,025241302620,0.2,-21.159861,-45.112628,E,2019-10-30 15:09:31.237,2009-11-13,2191,265b3f0811fcb621,2029-12-08,,
LIC-LIC-01,CLARO S.A.,50404065333,053,50372015,691422869,RODOVIA BR 381 S/N ZONA RURAL,,MG,3154705,13M7D7W,,,,19273.75,17713.75,112.3,FX,,,655,27250905344,38.7,67,2.1,0.8,V,20,029061000192,0.158,-21.159861,-45.112628,E,2019-10-30 15:09:31.237,2009-11-13,2213,265b3f0811fcb622,2029-12-08,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,97812014,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,10M0G7W,LTE,,,778,723,70,FB,Greenfield,NA,760,056001603518,11.96,25,74,0,X,50,031191601350,40,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dca583,2029-12-08,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,97812014,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,10M0G7W,LTE,,,778,723,130,FB,Greenfield,NA,760,056001603518,11.96,25,74,0,X,50,031191601350,40,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dcbf4e,2029-12-08,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,97812014,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,10M0G7W,LTE,,,778,723,190,FB,Greenfield,NA,760,056001603518,11.96,25,74,0,X,50,031191601350,40,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dcc406,2029-12-08,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,7102013,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,10M0G7W,LTE,,,885,840,70,FB,Greenfield,NA,760,056001603518,11.96,25,74,0,X,50,000081201882,80,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dcc8c3,2028-04-07,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,7102013,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,10M0G7W,LTE,,,885,840,130,FB,Greenfield,NA,760,056001603518,11.96,25,74,0,X,50,000081201882,80,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dccd58,2028-04-07,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,7102013,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,10M0G7W,LTE,,,885,840,190,FB,Greenfield,NA,760,056001603518,11.96,25,74,0,X,50,000081201882,80,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dcd1da,2028-04-07,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,7102013,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,5M00G7W,WCDMA,,,885,840,70,FB,Greenfield,NA,760,056001603518,11.96,25,74,0,X,50,000081201882,83.95,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dcd668,2028-04-07,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,7102013,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,5M00G7W,WCDMA,,,885,840,130,FB,Greenfield,NA,760,056001603518,11.96,25,74,0,X,50,000081201882,83.95,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dcdb00,2028-04-07,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,7102013,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,5M00G7W,WCDMA,,,885,840,190,FB,Greenfield,NA,760,056001603518,11.96,25,74,0,X,50,000081201882,83.95,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dce0a1,2028-04-07,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,7102013,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,200KG7W,GSM,,,1830,1735,70,FB,Greenfield,NA,760,056001603518,16.15,25,65,0,X,50,000191201882,80,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dce576,2028-04-07,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,7102013,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,200KG7W,GSM,,,1830,1735,130,FB,Greenfield,NA,760,056001603518,16.15,25,65,0,X,50,000191201882,80,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dcea4f,2028-04-07,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,7102013,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,200KG7W,GSM,,,1830,1735,190,FB,Greenfield,NA,760,056001603518,16.15,25,65,0,X,50,000191201882,80,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dcef24,2028-04-07,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,35322011,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,200KG7W,GSM,,,1867.5,1772.5,70,FB,Greenfield,NA,760,056001603518,16.15,25,65,0,X,50,000191201882,80,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dcf3fe,2023-04-30,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,35322011,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,200KG7W,GSM,,,1867.5,1772.5,130,FB,Greenfield,NA,760,056001603518,16.15,25,65,0,X,50,000191201882,80,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dcf8e6,2023-04-30,,
LIC-LIC-01,TIM S A                                                                                                                 ,50409428698,010,35322011,696557142,RUA JOSE DE CARVALHO 0,0,MG,3154705,200KG7W,GSM,,,1867.5,1772.5,190,FB,Greenfield,NA,760,056001603518,16.15,25,65,0,X,50,000191201882,80,-21.186167,-45.063333,G,2022-03-14,2012-02-06,,5f5f6e9dcfdbd,2023-04-30,,
LIC-LIC-01,ALIANCA GERACAO DE ENERGIA S.A.,50418381518,019,50492019,1009071804,ESTAÇÃO REMOTA 01 S/N° ZONA RURAL,,MG,3154705,7K60F1W 7K60F1D 7K60F1E,,,,148.85,148.85,58.1,FX,,,574,,9,20,71,0,V,6.5,008771301699,45,-21.146247,-45.047789,C,2019-10-02,2019-10-02,2,4d469248e6c9d110,2039-08-21 00:00:00.000,,
LIC-LIC-01,ALIANCA GERACAO DE ENERGIA S.A.,50418381518,019,50492019,1009071804,ESTAÇÃO REMOTA 01 S/N° ZONA RURAL,,MG,3154705,7K60F1W 7K60F1D 7K60F1E,,,,160.51,160.51,58.1,FX,,,574,,9,20,71,0,V,6.5,008771301699,45,-21.146247,-45.047789,C,2019-10-02,2019-10-02,2,4d469248e6c9d112,2039-08-21 00:00:00.000,,
LIC-LIC-01,ALIANCA GERACAO DE ENERGIA S.A.,50418381518,019,50492019,1009071804,ESTAÇÃO REMOTA 01 S/N° ZONA RURAL,,MG,3154705,7K60F1W 7K60F1D 7K60F1E,,,,160.55,160.55,58.1,FX,,,574,,9,20,71,0,V,6.5,008771301699,45,-21.146247,-45.047789,C,2019-10-02,2019-10-02,2,4d469248e6c9d113,2039-08-21 00:00:00.000,,
